"FileName","SiteName","LibraryName","FileURL","SIT_Type","DetectionCount","SampleMatches","ConfidenceLevel","FileSize","Created","ScanTimestamp","DetectionMethod"
"EmployeeHandbook_EMP-10079_2025-04-19.txt","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","697","2025-12-23T07:22:02Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10044_2025-09-16.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","621","2025-12-23T07:22:25Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"EmployeeHandbook_EMP-10093_2025-11-04.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","663","2025-12-23T07:22:10Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10001_2025-07-27.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","631","2025-12-23T07:22:14Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"EmployeeHandbook_EMP-10083_2025-01-15.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","719","2025-12-23T07:22:05Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"EmployeeHandbook_EMP-10093_2025-07-07.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","695","2025-12-23T07:22:10Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"EmployeeHandbook_EMP-10095_2025-09-01.txt","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","674","2025-12-23T07:22:13Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10072_2025-07-14.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","620","2025-12-23T07:22:33Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"EmployeeHandbook_EMP-10088_2025-03-07.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","705","2025-12-23T07:22:07Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10038_2025-07-23.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","623","2025-12-23T07:22:24Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10048_2025-02-11.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","628","2025-12-23T07:22:27Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10014_2025-05-23.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","623","2025-12-23T07:22:19Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10004_2025-04-14.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","646","2025-12-23T07:22:15Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10032_2025-04-29.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","623","2025-12-23T07:22:23Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10054_2025-03-29.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","622","2025-12-23T07:22:29Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10026_2025-01-23.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","645","2025-12-23T07:22:21Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10054_2025-06-07.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","622","2025-12-23T07:22:30Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10046_2025-03-20.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","645","2025-12-23T07:22:26Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10030_2025-01-18.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","625","2025-12-23T07:22:22Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10009_2025-07-29.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","640","2025-12-23T07:22:17Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10008_2025-04-26.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","631","2025-12-23T07:22:16Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"EmployeeHandbook_EMP-10095_2025-01-02.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","707","2025-12-23T07:22:11Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10058_2025-05-08.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","622","2025-12-23T07:22:31Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10013_2025-12-09.txt","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","619","2025-12-23T07:22:18Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10053_2025-04-27.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","636","2025-12-23T07:22:28Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10075_2025-04-12.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","650","2025-12-23T07:22:35Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10020_2025-09-12.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","634","2025-12-23T07:22:20Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10086_2025-12-19.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","626","2025-12-23T07:22:46Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10086_2025-06-30.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","646","2025-12-23T07:22:40Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10078_2024-12-27.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","624","2025-12-23T07:22:36Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10080_2025-10-28.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","633","2025-12-23T07:22:39Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10088_2025-06-30.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","640","2025-12-23T07:22:47Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"EmployeeHandbook_EMP-10095_2025-07-04.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","718","2025-12-23T07:22:12Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10068_2025-08-07.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","643","2025-12-23T07:22:32Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10083_2025-03-22.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","626","2025-12-23T07:22:40Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10080_2025-01-28.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","624","2025-12-23T07:22:38Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10094_2025-06-22.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","633","2025-12-23T07:22:48Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10026_2024-12-23.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","742","2025-12-23T07:22:58Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10006_2025-11-24.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","728","2025-12-23T07:22:50Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10079_2025-09-08.txt","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","623","2025-12-23T07:22:37Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10032_2025-10-11.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","735","2025-12-23T07:23:01Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"I9Form_EMP-10098_2025-02-02.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","631","2025-12-23T07:22:49Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10027_2025-08-22.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","721","2025-12-23T07:22:59Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10036_2025-11-19.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","717","2025-12-23T07:23:04Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10025_2025-05-10.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","760","2025-12-23T07:22:57Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10036_2025-03-19.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","724","2025-12-23T07:23:03Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10032_2025-01-09.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","732","2025-12-23T07:23:00Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10010_2025-03-11.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","742","2025-12-23T07:22:53Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10010_2025-04-16.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","734","2025-12-23T07:22:53Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10021_2025-09-21.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","763","2025-12-23T07:22:56Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10032_2025-11-11.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","702","2025-12-23T07:23:02Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10017_2025-02-12.txt","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","748","2025-12-23T07:22:55Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10016_2025-11-13.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","739","2025-12-23T07:22:54Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10022_2025-08-26.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","726","2025-12-23T07:22:57Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10007_2025-08-21.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","746","2025-12-23T07:22:51Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10045_2025-07-25.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","712","2025-12-23T07:23:09Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10074_2025-02-14.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","696","2025-12-23T07:23:18Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10066_2025-12-16.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","720","2025-12-23T07:23:15Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10037_2025-01-17.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","744","2025-12-23T07:23:06Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10041_2025-11-05.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","722","2025-12-23T07:23:07Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10045_2024-12-24.txt","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","750","2025-12-23T07:23:08Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10091_2025-01-15.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","741","2025-12-23T07:23:26Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"PayrollDocument_EMP-10004_2025-12-05.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","781","2025-12-23T07:23:31Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10052_2025-05-15.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","723","2025-12-23T07:23:10Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10074_2025-09-14.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","724","2025-12-23T07:23:20Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10066_2025-05-29.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","704","2025-12-23T07:23:13Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10081_2025-08-06.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","754","2025-12-23T07:23:22Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10098_2025-07-26.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","725","2025-12-23T07:23:29Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10085_2025-08-31.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","739","2025-12-23T07:23:25Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10081_2025-06-01.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","749","2025-12-23T07:23:21Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10099_2025-11-13.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","739","2025-12-23T07:23:30Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10036_2025-11-24.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","724","2025-12-23T07:23:05Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"PayrollDocument_EMP-10006_2025-11-28.docx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","837","2025-12-23T07:23:32Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10063_2025-06-19.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","762","2025-12-23T07:23:12Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10091_2025-02-20.txt","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","745","2025-12-23T07:23:27Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"PayrollDocument_EMP-10007_2025-08-02.pdf","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","779","2025-12-23T07:23:34Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
"NewHirePaperwork_EMP-10092_2025-09-01.xlsx","Unknown","Shared Documents","","U.S. Social Security Number (SSN)","1","[eDiscovery export - content not included]","High","743","2025-12-23T07:23:28Z","2025-12-27 17:27:52","eDiscovery Compliance Search"
