FileName,SiteName,LibraryName,FileURL,SIT_Type,DetectionCount,SampleMatches,ConfidenceLevel,ScanTimestamp
"BenefitsEnrollment_EMP-10092_2025-07-16.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/BenefitsEnrollment_EMP-10092_2025-07-16.docx","U.S. Social Security Number (SSN)","5","334-***; 334-***; 334-***","High","2025-12-23 00:04:34"
"BenefitsEnrollment_EMP-10092_2025-11-19.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/BenefitsEnrollment_EMP-10092_2025-11-19.docx","U.S. Social Security Number (SSN)","5","334-***; 334-***; 334-***","High","2025-12-23 00:04:34"
"BenefitsEnrollment_EMP-10093_2025-08-06.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/BenefitsEnrollment_EMP-10093_2025-08-06.docx","U.S. Social Security Number (SSN)","5","061-***; 061-***; 061-***","High","2025-12-23 00:04:35"
"DirectDeposit_EMP-10003_2025-11-20.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10003_2025-11-20.xlsx","U.S. Social Security Number (SSN)","3","609-***; 609-***; 609-***","High","2025-12-23 00:04:35"
"DirectDeposit_EMP-10003_2025-11-20.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10003_2025-11-20.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:35"
"DirectDeposit_EMP-10009_2025-07-11.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10009_2025-07-11.txt","U.S. Social Security Number (SSN)","3","258-***; 258-***; 258-***","High","2025-12-23 00:04:36"
"DirectDeposit_EMP-10009_2025-07-11.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10009_2025-07-11.txt","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:36"
"DirectDeposit_EMP-10010_2025-12-05.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10010_2025-12-05.docx","U.S. Social Security Number (SSN)","3","390-***; 390-***; 390-***","High","2025-12-23 00:04:36"
"DirectDeposit_EMP-10010_2025-12-05.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10010_2025-12-05.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:36"
"DirectDeposit_EMP-10014_2025-09-22.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10014_2025-09-22.docx","U.S. Social Security Number (SSN)","3","227-***; 227-***; 227-***","High","2025-12-23 00:04:36"
"DirectDeposit_EMP-10014_2025-09-22.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10014_2025-09-22.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:36"
"DirectDeposit_EMP-10015_2025-03-26.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10015_2025-03-26.xlsx","U.S. Social Security Number (SSN)","3","644-***; 644-***; 644-***","High","2025-12-23 00:04:37"
"DirectDeposit_EMP-10015_2025-03-26.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10015_2025-03-26.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:37"
"DirectDeposit_EMP-10016_2025-04-20.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10016_2025-04-20.docx","U.S. Social Security Number (SSN)","3","047-***; 047-***; 047-***","High","2025-12-23 00:04:37"
"DirectDeposit_EMP-10016_2025-04-20.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10016_2025-04-20.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:37"
"DirectDeposit_EMP-10019_2025-08-28.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10019_2025-08-28.pdf","U.S. Social Security Number (SSN)","3","705-***; 705-***; 705-***","High","2025-12-23 00:04:38"
"DirectDeposit_EMP-10019_2025-08-28.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10019_2025-08-28.pdf","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:38"
"DirectDeposit_EMP-10022_2025-01-07.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10022_2025-01-07.pdf","U.S. Social Security Number (SSN)","3","620-***; 620-***; 620-***","High","2025-12-23 00:04:38"
"DirectDeposit_EMP-10022_2025-01-07.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10022_2025-01-07.pdf","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:38"
"DirectDeposit_EMP-10023_2025-01-29.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10023_2025-01-29.docx","U.S. Social Security Number (SSN)","3","882-***; 882-***; 882-***","High","2025-12-23 00:04:38"
"DirectDeposit_EMP-10023_2025-01-29.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10023_2025-01-29.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:38"
"DirectDeposit_EMP-10023_2025-04-08.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10023_2025-04-08.docx","U.S. Social Security Number (SSN)","3","882-***; 882-***; 882-***","High","2025-12-23 00:04:39"
"DirectDeposit_EMP-10023_2025-04-08.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10023_2025-04-08.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:39"
"DirectDeposit_EMP-10026_2025-11-15.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10026_2025-11-15.pdf","U.S. Social Security Number (SSN)","3","491-***; 491-***; 491-***","High","2025-12-23 00:04:39"
"DirectDeposit_EMP-10026_2025-11-15.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10026_2025-11-15.pdf","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:39"
"DirectDeposit_EMP-10027_2025-09-16.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10027_2025-09-16.xlsx","U.S. Social Security Number (SSN)","3","741-***; 741-***; 741-***","High","2025-12-23 00:04:40"
"DirectDeposit_EMP-10027_2025-09-16.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10027_2025-09-16.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:40"
"DirectDeposit_EMP-10037_2025-03-05.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10037_2025-03-05.xlsx","U.S. Social Security Number (SSN)","3","669-***; 669-***; 669-***","High","2025-12-23 00:04:40"
"DirectDeposit_EMP-10037_2025-03-05.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10037_2025-03-05.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:40"
"DirectDeposit_EMP-10037_2025-04-08.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10037_2025-04-08.txt","U.S. Social Security Number (SSN)","3","669-***; 669-***; 669-***","High","2025-12-23 00:04:41"
"DirectDeposit_EMP-10037_2025-04-08.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10037_2025-04-08.txt","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:41"
"DirectDeposit_EMP-10041_2025-09-18.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10041_2025-09-18.docx","U.S. Social Security Number (SSN)","3","313-***; 313-***; 313-***","High","2025-12-23 00:04:41"
"DirectDeposit_EMP-10041_2025-09-18.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10041_2025-09-18.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:41"
"DirectDeposit_EMP-10043_2025-01-20.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10043_2025-01-20.xlsx","U.S. Social Security Number (SSN)","3","497-***; 497-***; 497-***","High","2025-12-23 00:04:41"
"DirectDeposit_EMP-10043_2025-01-20.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10043_2025-01-20.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:41"
"DirectDeposit_EMP-10048_2025-02-02.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10048_2025-02-02.xlsx","U.S. Social Security Number (SSN)","3","371-***; 371-***; 371-***","High","2025-12-23 00:04:42"
"DirectDeposit_EMP-10048_2025-02-02.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10048_2025-02-02.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:42"
"DirectDeposit_EMP-10048_2025-09-29.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10048_2025-09-29.xlsx","U.S. Social Security Number (SSN)","3","371-***; 371-***; 371-***","High","2025-12-23 00:04:42"
"DirectDeposit_EMP-10048_2025-09-29.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10048_2025-09-29.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:42"
"DirectDeposit_EMP-10051_2025-11-14.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10051_2025-11-14.xlsx","U.S. Social Security Number (SSN)","3","845-***; 845-***; 845-***","High","2025-12-23 00:04:43"
"DirectDeposit_EMP-10051_2025-11-14.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10051_2025-11-14.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:43"
"DirectDeposit_EMP-10054_2025-08-30.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10054_2025-08-30.xlsx","U.S. Social Security Number (SSN)","3","471-***; 471-***; 471-***","High","2025-12-23 00:04:43"
"DirectDeposit_EMP-10054_2025-08-30.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10054_2025-08-30.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:43"
"DirectDeposit_EMP-10059_2025-06-14.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10059_2025-06-14.docx","U.S. Social Security Number (SSN)","3","254-***; 254-***; 254-***","High","2025-12-23 00:04:44"
"DirectDeposit_EMP-10059_2025-06-14.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10059_2025-06-14.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:44"
"DirectDeposit_EMP-10059_2025-10-01.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10059_2025-10-01.xlsx","U.S. Social Security Number (SSN)","3","254-***; 254-***; 254-***","High","2025-12-23 00:04:44"
"DirectDeposit_EMP-10059_2025-10-01.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10059_2025-10-01.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:44"
"DirectDeposit_EMP-10060_2025-04-11.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10060_2025-04-11.txt","U.S. Social Security Number (SSN)","3","731-***; 731-***; 731-***","High","2025-12-23 00:04:44"
"DirectDeposit_EMP-10060_2025-04-11.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10060_2025-04-11.txt","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:44"
"DirectDeposit_EMP-10063_2024-12-24.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10063_2024-12-24.xlsx","U.S. Social Security Number (SSN)","3","029-***; 029-***; 029-***","High","2025-12-23 00:04:45"
"DirectDeposit_EMP-10063_2024-12-24.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10063_2024-12-24.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:45"
"DirectDeposit_EMP-10063_2025-01-23.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10063_2025-01-23.docx","U.S. Social Security Number (SSN)","3","029-***; 029-***; 029-***","High","2025-12-23 00:04:45"
"DirectDeposit_EMP-10063_2025-01-23.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10063_2025-01-23.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:45"
"DirectDeposit_EMP-10063_2025-02-11.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10063_2025-02-11.xlsx","U.S. Social Security Number (SSN)","3","029-***; 029-***; 029-***","High","2025-12-23 00:04:46"
"DirectDeposit_EMP-10063_2025-02-11.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10063_2025-02-11.xlsx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:46"
"DirectDeposit_EMP-10064_2025-06-08.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10064_2025-06-08.pdf","U.S. Social Security Number (SSN)","3","430-***; 430-***; 430-***","High","2025-12-23 00:04:46"
"DirectDeposit_EMP-10064_2025-06-08.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10064_2025-06-08.pdf","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:46"
"DirectDeposit_EMP-10065_2025-03-24.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10065_2025-03-24.docx","U.S. Social Security Number (SSN)","3","452-***; 452-***; 452-***","High","2025-12-23 00:04:47"
"DirectDeposit_EMP-10065_2025-03-24.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10065_2025-03-24.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:47"
"DirectDeposit_EMP-10068_2025-05-09.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10068_2025-05-09.docx","U.S. Social Security Number (SSN)","3","117-***; 117-***; 117-***","High","2025-12-23 00:04:47"
"DirectDeposit_EMP-10068_2025-05-09.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/DirectDeposit_EMP-10068_2025-05-09.docx","U.S. Bank Account Number","2","***","Low","2025-12-23 00:04:47"
